-932833,1937773
2109383,-572515
18
9
面状填色1
9
2
865348,262557
860321,259382
856088,260175
849740,260175
843390,260175
845242,265995
845771,268640
846300,271287
841538,271552
838363,274197
835188,276842
834396,278694
830692,278694
826987,278694
821432,279223
818257,280017
815082,280810
815876,286367
807675,282398
802323,279808
804236,276842
803442,273668
802648,270493
801590,267318
799473,266524
797357,265730
796035,265202
795506,261763
794976,258323
795506,259117
789685,254884
783865,250652
792066,246947
794182,246418
796300,245889
797886,242185
803971,241127
810056,240069
809527,233719
807411,231868
805295,230015
803442,227634
802648,224989
801855,222344
799738,222873
794447,222344
789156,221814
784130,215994
782542,212290
780955,208587
778838,206999
776457,205942
774076,204883
769315,198269
767727,197210
766140,196153
767992,186364
767992,186364
767992,186364
769578,185305
772753,184512
775928,183719
775663,178957
774076,175253
772488,171549
773547,166787
776457,164935
779367,163083
784923,163877
789950,163612
794976,163348
795506,161760
794976,158850
794447,155940
793388,152237
794712,149592
796035,146945
797093,143242
796035,137950
794976,132659
798151,127368
801061,125252
803971,123135
808733,121548
811643,122342
814553,123135
819580,122077
820110,118373
820638,114669
824342,114934
831221,115199
838100,115463
838363,111759
842067,107792
845771,103823
848416,99060
846830,95093
845242,91124
847887,87155
850003,85304
852120,83452
855823,79483
857676,76309
859528,73134
859792,67314
857941,64669
856088,62023
853178,65463
852913,67314
852650,69167
850268,71547
847358,72340
844448,73134
840745,75515
838628,79483
836512,83452
836776,83717
833072,83980
829368,84245
826987,90330
825136,94299
823283,98267
821961,98532
818522,98267
815082,98003
811643,89272
809527,82923
807411,76574
795506,83187
795506,83187
795506,83187
795506,83187
793183,84484
792737,83464
792186,82585
791537,81864
789682,79803
787666,76777
788368,74540
788368,74540
788368,74540
783336,71812
783336,71812
780955,69695
782807,65198
784658,60700
781483,56732
783601,52499
785717,48267
788891,41388
792860,46679
796828,51970
798151,51440
800797,47473
803442,43504
807675,40065
806881,36625
806087,33187
804236,28424
807675,27367
811115,26308
817993,26308
819580,25514
821167,24720
823548,26043
824607,26573
824607,26573
824607,26573
825993,27952
826467,27854
827130,27915
828046,28160
832015,29218
834660,29747
836776,28953
836776,28953
836776,28953
835718,29218
839157,28689
840480,27630
841538,25249
842190,23784
843045,21157
844712,19429
844712,19429
841273,14403
843918,12815
846565,11228
851856,8847
851856,5673
851856,2498
851856,-147
852650,-2000
853443,-3851
852120,-7555
851856,-8879
851856,-8879
851856,-8879
852595,-9840
851680,-10984
850702,-12004
849740,-12846
845506,-16550
839157,-16021
835718,-13376
832278,-10730
829368,-12582
826458,-14699
823548,-16815
818786,-17080
816141,-16550
813496,-16021
810585,-16021
807675,-17609
804765,-19196
798416,-18931
798416,-18931
798416,-18931
798416,-18931
799473,-18931
797093,-18402
791272,-20254
787568,-22635
783865,-25016
776457,-16550
772225,-12846
767992,-9142
760320,-12052
753971,-15492
752093,-16509
750377,-16601
748892,-16226
747445,-13884
746973,-12436
748680,-10730
751060,-8349
753177,-6232
